image1,image2,image3,choice
1239,395,1749,1
1442,797,116,2
217,435,1808,2
585,980,898,2
1639,193,737,3
201,55,891,3
1254,208,1251,2
700,1821,1386,2
1145,328,605,2
921,1393,680,3
715,1496,76,2
1176,1247,519,3
71,92,778,1
482,858,223,1
18,756,16,3
509,401,1287,2
1771,542,7,1
555,1498,1534,2
6,189,200,2
1148,1014,1708,1
1439,118,1844,3
227,1616,1425,1
881,1556,1280,2
1170,655,188,1
1257,687,251,1
1503,1442,1473,3
251,1695,1689,3
1654,1269,52,2
425,1194,250,2
405,83,124,1
729,670,200,2
1299,412,84,2
900,798,912,3
1397,1702,140,2
1814,933,1067,3
994,639,997,2
312,1232,92,2
743,353,952,1
808,1236,1144,2
961,243,1150,2
1191,480,193,2
797,469,678,1
212,902,1259,3
237,733,1196,1
1227,1129,1172,2
318,638,479,3
310,13,1175,3
330,1599,1126,1
515,1275,243,3
1225,871,689,2
598,1325,1591,2
1650,479,41,1
814,1157,278,1
12,986,801,3
1383,1628,848,3
925,36,204,3
836,273,465,3
45,1149,1144,1
882,1267,271,2
719,1121,681,3
424,1042,976,1
61,1816,1711,1
1319,1027,1717,2
1469,461,376,3
603,981,504,2
1147,148,863,1
925,1660,1056,2
441,367,830,3
1654,508,820,3
1701,1730,1031,3
566,1658,112,1
941,1843,1383,3
1357,1717,1623,2
457,542,1670,2
571,287,1488,2
1207,1298,976,1
1167,1154,199,3
1804,1851,1268,2
323,991,1768,2
1491,1385,83,2
1336,630,100,1
480,261,1647,1
428,304,225,1
576,1679,984,2
1533,719,290,1
765,299,1618,3
902,293,769,3
146,539,1355,2
291,1599,995,2
1022,918,1203,2
1569,878,1041,2
1315,605,388,2
152,665,1299,1
1229,498,1630,2
619,1804,203,1
368,372,894,3
1624,1669,881,2
1205,1186,925,3
1433,1275,421,2
1419,709,48,2
1043,519,1502,3
1307,461,1073,2
18,1676,20,1
1481,726,844,3
517,1729,1283,3
303,274,185,2
1184,159,499,3
1425,320,166,2
360,1486,1097,2
835,654,1197,3
1668,384,292,2
1302,374,1556,3
1165,469,526,2
1716,890,930,2
306,834,756,1
1814,290,148,2
656,507,1497,3
276,346,1040,3
722,1704,1804,3
1763,1386,1622,3
623,1353,444,1
1035,262,662,1
1626,323,625,1
9,1152,164,1
300,452,1133,1
353,1082,680,2
1395,60,1573,2
393,1286,781,2
283,484,957,1
1198,1766,893,1
817,609,480,1
1631,1090,243,2
119,1482,73,3
1445,282,1133,2
1028,1249,114,2
406,1799,109,1
566,374,1549,2
410,1159,725,3
416,364,196,1
1554,656,208,3
1166,1136,1511,2
223,1266,1171,1
723,1658,292,2
864,297,274,2
1330,1620,138,3
290,1,1333,2
1075,1099,1650,1
863,1183,280,3
481,144,581,3
931,1550,1582,3
355,1108,1159,3
115,1560,389,3
906,1575,245,3
1847,348,919,2
798,338,1587,2
1355,954,1396,1
513,1494,830,3
568,363,1361,3
1647,1305,751,3
1215,1736,960,1
565,116,602,1
354,1160,1317,1
1732,1139,261,1
1247,377,1169,2
1648,811,242,3
466,213,518,2
7,11,1603,2
575,1437,903,2
1136,133,583,3
959,1543,1035,3
1369,1528,301,3
1714,1494,1584,1
765,429,885,1
1571,1011,657,3
844,1682,699,1
1668,836,997,2
1357,334,1387,3
1208,1561,1408,1
783,1646,60,3
1770,1692,1677,1
886,1458,417,3
1345,1096,1283,2
1627,1020,436,3
545,1434,848,2
555,1268,289,3
1033,131,1012,1
1313,1164,1024,3
923,982,1800,1
521,292,1755,1
87,906,292,2
1104,697,1358,1
556,490,343,2
1725,1078,1399,3
1662,869,1543,3
220,701,78,1
1270,661,1657,1
324,1644,811,1
736,422,1035,1
800,1421,687,3
102,929,515,3
499,296,276,2
311,1030,1530,1
1748,709,1197,1
1725,1754,1286,3
94,1095,1760,3
1198,1271,1313,2
606,1013,1335,2
952,973,1029,3
472,145,1098,1
572,1154,622,2
1488,151,562,1
1219,957,1264,2
1405,930,1522,3
816,1570,616,1
1650,1176,557,1
1213,1344,566,3
396,795,1276,2
1648,818,361,3
148,1544,715,3
1405,719,402,2
49,681,1366,3
1418,468,1018,3
604,1398,1100,2
1219,1674,322,2
75,1839,457,2
810,1082,1782,3
684,1627,706,1
1364,368,1149,3
880,1668,476,1
943,654,410,2
503,938,548,3
1393,206,806,3
786,265,1055,1
471,1457,23,2
179,1110,674,3
1510,1408,1701,2
1267,789,1793,3
1096,226,1412,2
708,406,405,3
254,1207,295,1
1790,165,300,2
601,39,175,1
521,549,15,3
1592,1272,1777,1
1424,1021,782,1
1819,321,1569,3
1038,108,1442,3
269,741,686,2
903,89,1684,2
1648,1312,595,2
247,386,1188,2
28,835,664,2
1812,143,1514,3
916,1218,1262,2
815,289,1340,1
1238,1546,1807,1
1763,906,359,1
212,374,891,2
801,640,838,1
840,405,538,3
1570,282,550,2
26,1409,172,1
826,1057,870,3
1571,1092,104,1
742,200,942,1
1345,26,608,2
256,620,1246,3
1241,1798,1059,2
1034,1017,148,1
242,1675,548,2
1233,931,1087,2
908,213,3,2
1018,1289,567,3
1513,1029,93,2
21,1298,659,3
1686,1706,859,2
290,530,305,2
1844,281,1539,1
51,1489,803,1
639,112,1636,3
1212,1507,1519,1
811,1816,1534,1
303,1058,332,2
1566,1649,653,1
1174,1483,1101,3
1494,812,757,3
818,395,790,1
1208,1233,958,2
265,1251,345,3
1515,1275,17,2
190,1758,1850,2
1080,1812,491,1
932,36,508,3
822,701,570,3
1595,10,1316,3
340,1542,663,3
893,500,606,2
928,418,1735,2
159,774,551,2
566,411,880,2
490,238,1366,3
395,466,386,1
1072,1318,1760,1
1026,1179,65,3
1458,1749,531,1
1637,1126,1062,3
1162,647,1809,2
550,1302,41,2
1499,404,844,3
1085,1136,1703,3
1785,1383,1776,1
65,842,1155,2
191,1417,1370,1
306,1354,609,3
268,1337,474,3
224,1463,221,3
1735,560,1763,3
542,957,377,2
902,869,1177,3
143,940,1259,1
1645,874,1164,1
1610,1003,35,1
312,563,1050,1
1032,1699,919,2
1834,282,133,3
1367,158,1716,2
325,419,1076,2
1298,666,534,2
98,1316,1751,3
1244,935,633,3
56,1225,1342,3
662,1431,385,3
1627,1474,283,2
1449,1830,186,1
1814,1649,810,3
676,517,1805,2
176,1671,809,1
1690,856,1171,1
1713,602,1654,2
1635,1049,766,3
1818,727,526,2
1665,1451,1526,3
128,287,1850,1
1682,1233,1646,1
481,833,96,1
157,1825,1481,2
1250,1402,1268,1
936,167,1089,3
207,1570,1298,1
667,1033,593,2
1478,424,839,3
1400,17,900,2
1208,1013,1165,3
1549,508,1434,1
231,39,1456,1
604,136,10,2
349,1513,969,3
1799,782,1258,1
585,1256,1568,1
1812,1399,1100,3
158,730,1606,3
28,1089,1612,2
1670,460,1312,3
1048,59,1833,1
1454,629,91,3
1201,1268,1351,3
770,1638,1503,1
1760,568,1269,2
1136,61,1579,3
660,581,926,1
609,1170,103,1
1814,1539,514,1
1464,356,595,3
1293,995,855,3
155,461,1837,3
1841,87,1325,1
253,1622,1558,3
1379,812,390,2
216,1850,720,3
598,905,1834,2
1154,1125,1569,3
629,264,1625,3
1533,373,1561,1
1440,212,1007,2
558,1333,623,1
180,1554,1188,3
1419,87,229,3
140,53,724,3
34,1785,394,1
430,1819,1045,2
754,472,1766,2
101,1516,192,2
1057,698,209,3
1460,1426,1204,2
868,651,396,2
1251,130,1847,3
1318,1378,1730,3
1345,701,629,1
833,307,269,3
401,1608,876,2
1,739,63,2
1021,425,721,1
1809,1569,164,1
834,770,641,2
1361,163,149,2
36,1278,1070,3
331,1394,395,2
1540,676,67,2
416,1025,1124,2
548,767,1148,1
1055,124,924,2
1012,1426,630,3
653,127,333,3
698,1392,596,3
1754,1025,602,2
1083,152,403,2
772,228,19,3
1628,1603,1783,3
27,1517,1291,3
515,137,630,2
774,1411,1734,3
1647,1569,230,1
1577,1499,636,2
1216,1358,1047,2
844,1030,520,2
625,820,416,3
1491,1493,1640,3
1687,957,1225,2
577,271,1406,2
1841,1501,165,2
24,1087,561,3
317,709,128,1
984,14,979,2
1274,1219,432,2
1292,1338,537,2
864,595,1661,1
1543,617,1400,3
1610,526,259,1
1102,807,1825,1
633,1153,1576,1
1455,957,394,3
708,71,348,2
349,263,1451,2
1728,1420,1034,2
1469,1281,1741,1
253,1522,1644,3
1685,645,1155,2
326,381,1223,3
1544,748,497,2
1491,1020,1556,3
1130,881,1002,2
1248,1167,1145,3
1521,726,1711,2
530,1255,672,2
58,1206,114,2
545,102,401,2
466,149,723,2
1731,1667,760,1
1173,1372,1176,3
601,382,1361,1
487,125,577,2
27,42,1287,1
1363,182,468,2
1470,538,1624,2
291,1248,127,2
1052,725,932,2
463,1477,1467,3
1265,1735,1637,1
1262,36,345,1
665,91,1628,3
730,1327,1739,1
1372,214,1829,2
95,873,287,3
196,672,712,2
1811,939,573,1
1237,509,1553,2
1606,1034,1429,2
29,876,1207,2
1060,1058,1544,1
1093,719,234,2
526,964,1365,2
1730,1003,1054,1
1624,1000,502,1
640,241,584,1
1322,111,349,3
814,1747,1762,3
301,1824,1566,1
587,1468,894,1
1337,314,1753,2
531,564,1262,3
1614,1575,1601,1
1798,1468,512,1
917,1580,287,3
1497,821,1439,1
156,1179,1134,3
578,519,747,1
859,1376,147,3
843,1252,83,1
1555,721,328,3
313,29,813,2
1596,1591,1761,1
38,266,1472,2
143,980,11,3
778,550,1656,2
1183,95,493,2
130,1025,500,2
1434,1556,488,2
100,1614,708,2
392,484,1540,1
451,1201,146,3
341,606,1523,1
553,11,1764,1
684,248,1773,2
1320,1507,239,2
155,1610,1689,1
1037,287,1362,1
1587,175,803,2
134,1482,982,1
1517,1751,1228,1
175,1475,67,1
687,407,737,1
1493,110,168,2
332,381,747,3
1415,174,1655,1
146,715,905,3
1650,982,1408,2
1044,862,249,1
1482,1541,424,3
502,1420,1389,3
1009,1182,133,3
742,383,453,2
347,314,1691,2
191,1688,1345,2
1149,186,6,2
85,1617,474,1
1689,1701,315,2
1324,1423,894,1
1380,389,267,3
1094,960,843,2
1562,191,1112,1
188,1080,175,2
930,1392,537,2
1486,1793,1081,3
1128,1237,1193,1
549,495,1126,2
1253,511,381,2
1388,1209,1573,3
810,1572,1634,2
434,652,1662,3
783,701,245,3
796,259,732,2
518,75,852,3
231,1407,1573,3
418,658,619,1
1371,122,1345,2
440,1083,1128,1
842,1069,586,3
473,6,1257,1
732,1475,465,1
1071,1701,1077,1
605,832,563,3
213,1559,1213,1
1301,707,1135,2
1448,1119,1671,2
1412,742,271,1
1396,1066,177,1
1248,1497,787,1
1220,1799,124,2
984,1202,750,3
1289,805,96,2
165,1074,1429,2
340,372,624,3
993,1726,1142,3
1315,1370,1297,3
1265,102,1817,3
1175,1366,1660,1
1321,1247,671,2
1194,410,958,3
46,1802,1009,3
93,1048,1711,2
252,154,1066,1
8,614,1815,2
578,712,624,2
1767,1831,1731,2
1444,409,701,1
821,1102,986,1
1412,526,214,2
543,1464,581,2
478,1604,1581,2
123,720,1138,3
1174,297,1599,2
609,202,1279,2
473,735,554,3
1162,1760,1487,1
1634,1541,1703,3
1612,759,1840,3
1310,963,1766,1
1375,1204,1737,3
1513,1689,662,2
86,1334,1794,3
78,564,118,3
486,838,326,3
86,1743,306,1
1847,1151,84,2
1469,652,1682,3
1284,102,1576,3
370,1387,11,3
1273,1185,749,2
383,1254,81,1
534,1059,1631,2
472,1245,574,3
81,1631,265,2
1830,1677,1469,3
41,1127,1169,1
486,1558,621,2
56,380,748,3
39,89,744,3
376,75,1234,1
1724,464,380,3
1591,807,281,1
492,599,1623,2
1562,801,1767,1
257,1687,659,1
1432,1845,1144,2
1788,1067,1033,1
74,1279,332,1
1231,1181,5,2
1517,390,1287,1
1726,1045,1038,1
65,347,489,2
669,688,223,1
1196,745,1687,3
635,586,1297,1
1489,1007,1001,1
955,1439,248,1
1069,441,217,3
1469,1215,1009,2
1205,1188,814,3
812,191,1613,1
1411,1283,699,1
1353,1069,447,2
1235,1578,125,3
702,1641,1116,2
1787,1318,1836,3
410,887,1113,2
636,396,787,3
981,849,943,2
335,571,1837,2
466,1387,137,2
1802,1517,1022,3
812,896,1112,1
1483,1353,1809,1
1096,755,1733,3
1764,666,15,3
1395,844,876,1
1650,443,1396,3
583,240,563,2
1845,143,794,2
1842,1029,1335,1
448,365,1125,3
895,184,1435,1
365,1818,1387,2
1480,1073,1302,2
259,1461,916,3
334,1475,850,2
1770,1235,740,3
696,1283,1637,3
175,809,524,2
531,1255,983,1
1579,266,117,2
1212,27,230,3
1522,844,1493,1
1228,21,417,3
856,1724,208,2
271,348,694,3
1658,1835,1246,2
1150,1764,1348,1
891,143,1727,1
198,740,1702,3
401,1066,661,3
704,1785,205,2
1776,411,250,3
1083,1845,490,3
375,430,401,1
1789,254,1832,3
176,1646,1083,1
248,316,730,2
93,689,1767,2
1000,1390,983,3
1509,1347,66,2
880,1576,483,3
367,154,333,2
566,940,1852,1
544,697,176,1
867,509,1325,2
1429,1732,1518,1
1487,1727,183,2
275,1261,276,2
747,543,743,1
619,895,1521,2
327,442,609,2
746,1769,1353,2
501,1665,1853,2
543,905,901,3
1492,832,71,1
180,973,1577,3
853,1386,1366,3
1706,1435,271,1
18,815,548,1
912,1280,1193,3
1162,551,687,3
104,385,335,3
573,341,665,1
722,1763,513,2
319,415,879,3
1613,885,490,2
1002,829,1350,2
231,93,1818,1
1709,1533,1801,1
794,129,235,2
1304,1436,1772,3
155,329,1084,2
1559,426,1449,2
169,1000,125,3
1654,269,725,3
1607,1620,1750,1
220,249,119,1
1835,1217,1291,2
189,1776,1806,1
1197,1727,1620,2
1557,549,1725,2
805,975,353,3
141,898,830,1
631,1047,1612,1
1678,1010,1717,1
1706,522,1739,3
773,1530,695,1
1538,1528,560,1
651,400,1411,1
821,258,324,3
1771,1845,512,1
1497,1602,448,1
1087,1471,289,3
452,1603,1743,1
1052,1686,1306,2
708,679,705,3
1163,1538,1023,2
1772,1178,504,3
1477,1448,260,1
1308,1503,918,2
651,71,1019,2
338,819,843,3
839,691,1335,2
115,183,1270,3
930,1465,1556,1
221,846,244,2
895,828,582,1
1559,1299,814,3
760,1398,1722,3
73,344,1281,3
433,345,83,3
731,563,1649,1
1263,809,300,1
251,167,279,2
1415,1691,665,3
422,802,395,3
1391,1094,44,1
158,603,1389,2
1849,390,1119,1
1186,31,1384,2
1323,1278,239,3
1294,1793,1488,3
1638,1667,469,1
1235,823,187,1
779,264,894,3
587,1208,1404,2
376,1165,1652,2
1337,1331,1373,1
352,634,701,2
1413,151,1787,1
1069,1761,121,2
150,732,916,2
1751,1727,959,1
1741,922,190,2
1773,966,1260,3
1351,556,672,3
1545,279,880,2
1478,1187,210,1
820,1471,958,2
499,1668,247,2
56,88,325,1
986,641,1526,3
1362,644,1223,3
112,1681,79,1
1057,1232,1625,3
1400,1671,1032,1
1464,1550,1583,3
610,862,431,2
1628,247,1264,1
251,476,1049,3
478,980,293,2
1466,1734,1787,2
207,399,1828,1
746,110,1637,2
1358,536,944,2
1775,86,313,3
756,122,493,1
1634,203,1160,3
888,1674,1424,3
609,1251,104,2
214,503,692,1
1071,1668,448,2
59,1792,1213,1
1165,704,1243,2
791,1788,1717,3
1202,368,1179,3
200,1719,1178,3
926,824,738,1
915,1387,1722,3
1763,1352,1551,3
507,1604,249,2
1322,299,1061,3
711,292,684,2
1719,160,918,3
284,329,459,3
1768,540,1399,3
1653,1139,966,1
635,516,85,1
772,1335,640,3
442,352,1755,2
920,1620,1499,3
4,259,1630,1
208,1567,1258,3
347,1194,249,2
848,553,1769,2
1561,1550,244,2
1431,1554,1281,1
118,427,543,1
617,418,415,1
1233,107,1071,3
429,987,1039,1
1582,362,1175,3
756,689,892,2
1068,1083,1167,2
1695,583,1588,3
498,206,1042,1
1693,631,1124,1
378,970,1451,3
411,1743,745,1
1251,625,376,1
1137,1323,1512,2
1407,127,338,3
75,48,833,3
1399,209,473,1
1535,1803,1594,3
1006,636,1375,1
403,1152,1784,2
26,964,324,2
75,1244,1732,1
397,702,363,3
1658,1852,373,1
410,1079,610,1
1237,586,894,1
274,1814,1331,2
121,1705,1735,3
1042,1270,1149,3
1838,377,19,1
1440,833,1194,2
453,882,20,3
299,1824,940,1
1286,1391,395,1
205,1103,1395,2
1574,1658,40,2
428,485,1717,3
171,293,1294,2
1466,1641,466,2
1102,1251,1056,3
700,1446,1307,3
346,1145,1153,3
1697,1615,62,3
1529,1205,577,1
1454,509,426,1
1618,843,944,1
1802,900,1735,1
924,603,1430,3
1510,265,612,2
1139,377,1587,1
1732,616,969,1
804,928,1765,3
507,1299,1420,3
1433,708,1656,1
1403,1360,1569,1
56,1385,269,1
553,478,1373,3
989,1757,607,3
648,1602,268,2
1223,1070,664,2
1382,425,684,3
783,1225,428,3
160,1770,692,1
7,948,547,2
628,524,1804,3
1199,829,40,2
917,887,812,1
54,1831,889,2
831,1749,1622,2
161,1510,1814,3
1286,749,979,2
869,1799,296,2
1524,1747,1476,3
1296,1466,785,1
138,324,786,3
1624,1148,764,3
562,334,905,1
1025,43,608,2
1843,998,1452,1
1721,101,943,2
966,1795,307,2
1677,1609,170,2
276,1340,1283,2
110,1282,662,1
1732,1247,6,2
455,564,13,2
430,47,142,1
494,1789,1165,1
1361,316,585,2
946,920,1649,3
1725,1151,911,1
769,1717,1283,1
1612,1772,1045,1
1732,757,1786,3
849,1475,1124,1
966,1764,937,3
56,1849,352,3
223,415,1148,3
901,930,861,1
1457,1239,358,3
255,1424,1006,2
1489,29,1620,2
674,508,740,2
456,1797,123,1
1139,799,1653,2
206,1121,1334,2
601,144,970,1
188,656,63,3
263,267,1805,2
665,774,873,2
1187,1013,136,2
283,947,668,1
693,1016,1017,1
780,1383,672,1
672,949,767,1
506,1564,1613,2
1607,1434,1064,1
266,986,1560,1
167,1014,777,2
226,374,571,1
1602,392,651,2
740,124,1316,1
294,1105,1073,1
243,1558,390,2
1565,869,738,3
51,441,1053,2
1011,563,491,2
368,7,1560,1
411,1735,1367,1
1360,22,1247,3
313,109,1707,1
750,447,1321,2
8,762,565,2
1259,787,1593,1
1807,1141,81,2
413,11,1846,2
829,1123,1132,2
523,426,1125,2
504,1311,298,2
97,1448,1263,3
1851,552,1711,3
1336,1246,547,3
1788,123,1094,1
273,1671,8,1
1623,1852,978,2
1062,796,675,3
1581,981,63,3
585,1184,642,2
1524,1105,1496,2
533,358,1672,1
778,1397,262,3
1207,1444,1210,3
1848,1012,1816,2
1466,352,1780,3
1713,1514,1783,2
1294,1246,122,2
331,1484,1408,1
532,143,386,2
151,438,334,3
1516,1820,1743,3
1272,1735,1503,2
1837,1085,28,3
961,235,259,2
1016,633,1436,1
1284,1850,205,3
126,935,82,3
1560,878,265,3
517,1236,32,1
403,636,1718,2
1308,427,34,2
230,361,643,1
288,949,1693,3
38,1810,1482,3
160,1694,1723,2
1081,1540,643,1
465,637,695,3
1691,1377,559,3
747,620,1475,1
244,381,172,1
1429,1645,581,2
550,1046,428,3
808,1129,246,2
1360,141,1078,2
1294,412,1607,2
23,1446,1625,2
1430,1783,1325,1
1659,833,1419,1
1138,310,1813,3
950,671,1815,3
750,818,36,2
620,1126,900,1
39,1752,71,2
666,1152,1505,1
1814,1786,1563,2
1515,1569,98,3
930,199,1786,2
623,715,224,2
268,653,1633,3
700,1588,617,1
923,571,72,1
324,337,402,2
524,1502,1803,2
285,1538,329,2
1159,700,1221,2
811,450,571,3
171,301,821,2
1744,1255,104,2
136,1666,1122,3
1851,486,1011,1
891,953,528,3
872,1112,1035,3
1102,262,545,1
955,1194,1037,1
1327,171,1419,1
1075,402,1616,1
42,362,1483,3
1432,1054,998,1
1298,274,998,2
664,170,95,2
89,1736,961,1
1054,1207,653,3
1144,1162,1060,3
463,130,1597,3
1306,616,1181,3
1000,1196,1115,2
68,1573,939,3
388,724,619,2
776,1849,696,2
195,1399,1601,1
1265,152,617,2
351,73,230,3
1497,206,1575,2
1784,956,1123,1
631,423,1069,2
1229,1033,637,1
1243,566,82,3
58,1459,1069,1
1366,1821,888,2
448,278,1783,2
764,1603,247,1
1736,327,404,2
1479,16,630,1
358,760,352,3
114,457,356,3
768,1444,1495,1
412,463,654,3
1355,740,753,2
1096,1134,1481,2
1754,1824,1565,3
1565,67,1827,2
189,1806,1385,3
445,423,499,1
963,1187,1604,3
1409,570,368,2
482,823,1417,3
853,489,828,2
450,952,496,1
1724,755,327,3
1572,663,605,3
980,134,910,3
878,192,1585,2
1234,1734,593,2
475,1100,895,2
839,115,246,3
364,693,1493,2
1371,1636,926,1
542,533,940,1
1409,1268,1273,2
1745,890,470,3
398,1347,64,3
1495,555,1556,2
866,585,926,1
1828,1200,124,2
1228,648,47,3
737,886,197,2
1217,157,1407,3
1665,551,1185,3
1698,272,584,3
359,75,1675,3
50,1617,1655,3
1852,1147,473,1
121,1320,1751,3
1358,299,305,2
758,621,68,2
1842,929,204,2
1729,1538,131,1
678,978,376,1
1664,509,493,1
1743,551,329,2
3,984,738,2
405,1745,610,1
1300,714,47,3
1360,1738,359,1
1352,519,438,1
1701,1605,1351,1
1116,386,883,2
682,283,868,1
1232,353,852,3
1259,84,1350,2
501,1141,1076,3
1511,710,1139,3
1424,349,1644,1
1118,1481,72,3
1339,820,1208,2
751,1749,1438,3
1507,612,1229,3
1309,453,304,1
685,6,825,2
460,376,1177,2
880,336,433,2
1116,665,242,3
1380,812,412,2
1731,777,806,3
848,511,1541,3
1740,1613,1743,2
1680,565,435,1
71,1725,773,2
368,1821,78,1
251,1845,127,2
751,31,1830,3
1067,726,360,3
664,507,538,3
645,340,1003,1
932,1105,1729,2
1136,334,1386,1
393,1470,1386,2
1061,1696,1713,1
1660,596,298,1
1655,763,1790,3
97,164,824,1
974,1560,1249,2
494,1360,1544,2
791,1219,749,2
969,1731,92,1
148,449,1073,3
47,1376,1054,3
1639,581,1536,3
1425,748,1292,2
814,861,132,1
552,828,1697,3
877,1173,14,2
1079,997,1125,2
1605,736,1144,1
1612,171,1318,1
1141,1554,1043,2
740,343,895,1
890,1302,749,3
1501,456,649,1
688,1267,319,2
1226,720,129,3
118,105,289,2
1810,379,928,3
22,699,1765,2
557,946,60,3
1212,961,1825,1
264,1006,1431,1
1626,1063,78,3
1158,1407,624,1
1615,204,1362,1
1580,1402,222,3
668,525,700,3
922,1504,212,1
1336,881,1490,1
907,1390,319,1
1114,1803,270,2
1677,114,792,1
166,235,754,2
42,1833,1182,3
584,293,1418,2
919,276,393,1
783,1136,1597,2
1765,77,813,1
457,854,1377,3
1163,240,1350,1
1619,395,230,2
1521,185,468,2
414,382,274,1
1088,1201,1356,3
102,585,1521,2
1572,142,1476,3
798,126,1446,1
710,1170,690,2
723,1290,610,1
1829,479,1137,2
466,1823,752,2
197,458,1668,3
1189,1422,1257,1
293,1549,835,3
228,27,1251,1
1631,1286,1361,2
499,652,1813,2
918,9,397,1
1693,508,1843,1
224,1504,325,1
821,706,947,1
1227,1001,1513,1
1626,933,941,3
945,1097,79,1
1837,568,1,2
1538,1451,253,2
1332,694,836,3
4,1386,1413,1
865,1369,472,3
680,1591,1854,3
787,218,1679,1
403,1564,1019,3
1160,648,786,2
1607,1791,231,2
1006,163,461,1
985,758,1555,1
116,1623,154,1
854,275,1311,2
1553,589,371,2
558,1201,146,2
1271,682,725,2
532,356,426,1
547,1652,1706,2
1004,1779,757,1
1665,1388,480,2
1128,55,222,1
1374,317,762,3
1602,1114,90,1
1114,1156,368,2
27,1283,1686,3
835,902,611,2
784,343,1229,3
1103,1575,339,1
1643,234,1155,3
56,977,1786,3
815,627,762,1
149,1404,921,1
1528,1725,998,3
484,193,1846,2
91,620,773,2
1017,521,493,1
1431,543,944,3
1503,1506,1699,2
1184,1498,1359,3
454,44,604,1
30,115,1434,3
1064,1805,1087,3
1221,284,1667,1
484,289,1078,1
1059,1807,1413,2
622,1576,1539,3
1604,37,947,2
970,213,1734,1
523,1106,1491,2
929,972,189,1
1510,917,539,2
510,120,59,3
1320,366,1235,1
740,1074,563,1
737,325,1301,3
769,137,863,3
1152,443,526,3
472,1809,664,3
1031,419,1389,1
1571,118,529,3
683,392,234,2
1181,264,1810,3
317,808,1313,3
504,855,1755,1
1686,1569,1198,2
1098,1046,882,2
1233,631,236,3
863,1126,283,1
44,1846,893,1
1486,826,338,1
825,1443,1061,1
19,1444,86,3
881,1767,452,1
790,1548,339,2
572,331,446,2
336,1215,1661,1
861,778,886,1
108,1303,1592,2
1725,777,460,2
203,1602,649,1
1851,1398,486,3
1479,1282,663,1
1524,425,1775,1
1607,836,1454,1
211,1322,872,1
241,747,1281,3
722,687,682,3
944,1232,245,3
54,752,403,1
632,685,243,2
286,1661,655,3
1113,497,619,1
99,398,1735,3
776,222,176,2
1665,1061,658,2
1827,720,621,3
1578,1341,1508,3
796,1376,1752,3
962,239,1798,3
406,580,546,3
1806,1289,1353,3
317,532,291,1
15,298,605,3
1003,1495,919,2
636,1575,278,3
1575,1594,1672,3
756,103,638,2
788,256,953,3
765,1207,577,3
1716,1547,603,3
1210,540,140,3
1501,1411,1537,3
245,1058,953,3
1411,1154,1632,1
1759,1,614,2
323,448,1477,1
538,874,1276,1
943,961,1347,3
483,1073,146,2
366,718,1720,3
1514,1814,641,1
658,407,1329,2
636,809,170,1
1732,471,867,2
580,263,1413,3
1741,917,85,3
626,1735,5,1
61,1513,1717,2
1549,811,1589,2
859,1818,159,1
1423,1424,1369,1
749,260,63,2
1537,1269,830,3
379,314,460,3
1365,309,407,3
1360,28,1805,2
1006,1256,1639,1
501,1548,1525,2
1614,450,524,1
886,248,859,1
1844,991,1547,2
944,659,1822,3
1588,580,1739,3
1606,669,1686,1
1852,703,173,3
1784,988,1824,1
1367,403,684,3
736,628,1164,3
1050,1141,980,1
1773,549,593,3
1438,391,409,3
1624,116,235,2
1453,1378,1807,2
595,1512,111,1
1589,955,1650,3
1286,1839,328,2
830,748,398,3
1271,583,485,1
1535,1490,965,1
480,660,841,3
404,1770,1379,3
813,967,546,3
126,580,1843,3
1695,986,1557,2
1822,1010,1496,3
902,167,1500,2
525,1526,1551,3
1091,669,1799,1
10,721,1003,3
210,1740,1520,1
373,987,700,2
1689,1593,1296,3
303,1217,1021,3
206,1407,1696,3
896,834,909,1
225,372,1113,3
1115,443,1486,2
1434,1072,575,3
260,587,1140,3
712,227,1017,2
1646,943,1477,3
1144,1664,142,2
1326,820,40,1
1176,1473,675,2
531,963,1546,1
1618,704,1647,2
598,727,394,2
1079,1735,463,1
393,1083,578,3
784,1664,184,2
988,370,1313,1
690,260,131,1
972,381,164,3
85,724,1581,1
1430,614,141,1
399,597,289,3
27,1831,1684,2
511,1772,591,3
1611,96,1624,1
661,1259,1279,2
1556,1684,1854,3
1109,183,1613,3
764,1093,1234,3
1675,599,1351,2
1451,510,279,2
351,570,371,1
1278,901,779,3
6,286,1459,1
1503,639,1601,2
415,1701,1228,2
1145,1462,127,3
674,717,1033,3
232,531,1675,3
223,1688,331,1
1681,367,1794,2
1310,479,1595,3
1771,64,1831,3
1477,1679,26,2
1838,352,169,1
1102,904,1158,3
774,1574,1684,2
1647,374,1363,2
978,1810,350,2
1121,506,148,2
1379,803,1658,1
1072,682,262,2
215,889,1595,3
41,1836,635,2
771,483,646,3
463,1043,1164,2
1594,1643,517,3
461,1641,762,3
269,564,1633,3
1587,953,1277,2
1467,136,207,1
1158,379,1759,3
431,179,983,1
1155,1583,1650,2
1062,222,1730,2
1440,767,109,3
1730,129,1852,1
681,897,372,1
170,1027,705,1
1120,181,42,1
1639,719,1188,2
877,873,1041,1
660,1850,716,3
64,135,1512,1
341,1497,1572,3
1121,754,1577,3
434,1621,1213,3
1090,1102,1693,2
903,1024,1674,3
1210,253,444,1
1294,1614,308,1
1643,369,1807,2
1753,275,764,1
